SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100108,0,Cash loans,F,N,Y,3,171000.0,545040.0,31288.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006629,-12780,-1415,-5146.0,-870,,1,1,1,1,1,0,Sales staff,5.0,2,2,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.7566679797246073,0.6413682574954046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-546.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100110,0,Cash loans,M,Y,Y,3,135000.0,373140.0,25065.0,337500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-10744,-741,-442.0,-2381,21.0,1,1,0,1,0,0,Laborers,5.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,Housing,,0.6405493008893001,0.3280631605201915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
100111,0,Cash loans,F,Y,N,1,112500.0,862560.0,27954.0,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.0228,-10485,-1249,-4628.0,-3110,17.0,1,1,0,1,0,0,Sales staff,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.5633231337420023,0.608604105963283,0.22888341670067305,0.2619,0.1186,0.9876,0.83,,0.32,0.2759,0.3333,0.375,0.0856,,0.2675,,0.1749,0.2668,0.1231,0.9876,0.8367,,0.3222,0.2759,0.3333,0.375,0.0876,,0.2787,,0.1852,0.2644,0.1186,0.9876,0.8323,,0.32,0.2759,0.3333,0.375,0.0871,,0.2723,,0.1786,reg oper account,block of flats,0.2576,"Stone, brick",No,1.0,0.0,1.0,0.0,-1234.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100112,1,Cash loans,M,Y,Y,0,315000.0,953460.0,64107.0,900000.0,Family,Commercial associate,Incomplete higher,Single / not married,With parents,0.030755,-10199,-2015,-4802.0,-1038,2.0,1,1,0,1,0,0,,1.0,2,2,SUNDAY,13,0,0,0,0,1,1,Industry: type 4,,0.4323402118056743,0.07749854649006513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-591.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100113,0,Cash loans,M,Y,N,0,76500.0,135000.0,6696.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-15137,-7980,-9176.0,-4576,11.0,1,1,1,1,0,0,Low-skill Laborers,1.0,2,2,MONDAY,10,0,0,0,0,0,0,Agriculture,0.4757617930038634,0.5930185238421518,0.7898803468924867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1981.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100114,0,Cash loans,F,N,Y,0,135000.0,284400.0,22599.0,225000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.030755,-10734,-693,-7913.0,-1362,,1,1,0,1,0,0,Laborers,1.0,2,2,MONDAY,14,0,0,0,1,1,0,Restaurant,0.3957242668511344,0.1549370735653434,0.2650494299443805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-227.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100115,0,Cash loans,F,N,N,0,90000.0,315000.0,14683.5,315000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.028663,-15371,-367,-3071.0,-4211,,1,1,1,1,1,0,,2.0,2,2,SUNDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.3343001962973505,,0.0247,0.0,0.9707,,,0.0,0.1034,0.0417,,0.0671,,0.0243,,0.0,0.0252,0.0,0.9707,,,0.0,0.1034,0.0417,,0.0686,,0.0253,,0.0,0.025,0.0,0.9707,,,0.0,0.1034,0.0417,,0.0682,,0.0248,,0.0,,block of flats,0.021,Block,No,0.0,0.0,0.0,0.0,-40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
100116,0,Cash loans,F,N,Y,0,243000.0,900000.0,32017.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010006000000000001,-14751,-6737,-3390.0,-4788,,1,1,0,1,0,1,Core staff,2.0,2,1,THURSDAY,11,0,0,0,0,1,1,Kindergarten,0.6712718925800566,0.7002735745029195,0.07105512466873665,0.1474,0.4212,0.9975,0.966,,0.12,0.1034,0.375,0.375,0.0135,0.1059,0.18600000000000005,0.0656,0.1969,0.1502,0.4371,0.9975,0.9673,,0.1208,0.1034,0.375,0.375,0.0138,0.1157,0.1937,0.0661,0.2084,0.1489,0.4212,0.9975,0.9665,,0.12,0.1034,0.375,0.375,0.0138,0.1077,0.1893,0.066,0.201,reg oper spec account,block of flats,0.217,"Stone, brick",No,2.0,0.0,2.0,0.0,-1083.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100118,0,Cash loans,F,N,Y,0,90000.0,675000.0,26541.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392000000000002,-22471,365243,-217.0,-4323,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,,0.6263029188866104,,0.1361,0.0761,0.996,0.9456,0.0525,0.14,0.1207,0.375,0.0417,0.0814,0.1097,0.1539,0.0058,0.0168,0.0777,0.04,0.996,0.9477,0.0295,0.0806,0.069,0.375,0.0417,0.0501,0.0652,0.0788,0.0,0.0,0.1374,0.0761,0.996,0.9463,0.0529,0.14,0.1207,0.375,0.0417,0.0828,0.1116,0.1567,0.0058,0.0172,reg oper account,block of flats,0.2241,Panel,No,3.0,2.0,3.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100119,0,Revolving loans,F,N,Y,0,54000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-11142,-2419,-4987.0,-467,,1,1,0,1,0,0,Medicine staff,2.0,2,2,SATURDAY,16,0,0,0,0,0,0,Medicine,,0.5002642944981995,0.07749854649006513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100120,0,Cash loans,F,N,N,0,135000.0,781920.0,28215.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.019688999999999998,-9650,-2953,-4329.0,-367,,1,1,1,1,0,0,Core staff,2.0,2,2,FRIDAY,15,0,0,0,0,1,1,Government,0.2543516601822173,0.16995295093717294,0.12140828616312165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100121,0,Cash loans,M,N,Y,0,126000.0,787131.0,26145.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.018209,-16798,-669,-9388.0,-347,,1,1,1,1,1,0,Low-skill Laborers,2.0,3,3,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 2,,0.5861504130199274,0.5814837058057234,,0.1117,0.9781,,,,0.2069,0.1667,,,,0.0987,,,,0.1159,0.9782,,,,0.2069,0.1667,,,,0.1028,,,,0.1117,0.9781,,,,0.2069,0.1667,,,,0.1004,,,,,0.0776,Panel,No,5.0,2.0,5.0,2.0,-319.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0
100122,0,Cash loans,F,N,N,1,76500.0,808650.0,26217.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.0228,-10954,-2469,-550.0,-596,,1,1,0,1,1,0,Core staff,3.0,2,2,TUESDAY,11,0,0,0,0,0,0,Other,0.4055643396822132,0.04729142440452983,0.4066174366275036,0.3887,0.2438,0.999,0.9864,0.1221,0.4264,0.1838,0.5833,0.625,0.1498,0.2564,0.3606,0.278,0.0267,0.2174,0.2108,0.999,0.9869,0.0678,0.2417,0.1034,0.5833,0.625,0.0965,0.1534,0.225,0.1556,0.0133,0.3872,0.2032,0.999,0.9866,0.1201,0.4,0.1724,0.5833,0.625,0.104,0.2608,0.3475,0.2601,0.0234,reg oper account,block of flats,0.2094,Panel,No,5.0,1.0,5.0,1.0,-663.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100123,0,Cash loans,F,N,N,0,103500.0,675000.0,19737.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.020246,-23719,-8466,-3917.0,-4036,,1,1,1,1,0,0,Security staff,1.0,3,3,SATURDAY,16,0,0,0,0,0,0,Medicine,,0.3993660764222056,0.6738300778602003,0.0567,0.0629,0.9732,0.6328,0.0484,0.0,0.1034,0.1667,0.2083,0.0314,0.042,0.0308,0.0193,0.0148,0.0578,0.0652,0.9732,0.6472,0.0488,0.0,0.1034,0.1667,0.2083,0.0322,0.0459,0.0321,0.0195,0.0156,0.0573,0.0629,0.9732,0.6377,0.0487,0.0,0.1034,0.1667,0.2083,0.032,0.0428,0.0313,0.0194,0.0151,reg oper account,block of flats,0.0396,"Stone, brick",No,0.0,0.0,0.0,0.0,-1689.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100124,0,Cash loans,M,N,Y,0,225000.0,448272.0,28647.0,396000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.072508,-24051,365243,-7040.0,-4053,,1,0,0,1,1,1,,1.0,1,1,WEDNESDAY,17,0,0,0,0,0,0,XNA,,0.7103178570703124,0.5549467685334323,0.2959,0.1785,0.9786,0.7076,0.0,0.32,0.2759,0.3333,0.375,0.0,0.2412,0.2693,0.0,0.0061,0.3015,0.1853,0.9786,0.7190000000000001,0.0,0.3222,0.2759,0.3333,0.375,0.0,0.2635,0.2805,0.0,0.0064,0.2987,0.1785,0.9786,0.7115,0.0,0.32,0.2759,0.3333,0.375,0.0,0.2454,0.2741,0.0,0.0062,reg oper account,block of flats,0.2131,Panel,No,0.0,0.0,0.0,0.0,-1080.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,8.0
100125,0,Cash loans,F,N,N,0,126000.0,263686.5,26208.0,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-21613,365243,-2376.0,-2434,,1,0,0,1,1,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.5713305828391398,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1165.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100126,0,Revolving loans,M,N,Y,2,135000.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.04622,-12900,-782,-2124.0,-3888,,1,1,1,1,0,0,,4.0,1,1,FRIDAY,21,0,0,0,0,1,1,Transport: type 4,,0.7050933282515942,0.5744466170995097,0.0165,0.0309,0.9732,,,,0.069,0.0417,,,,0.0126,,,0.0168,0.0321,0.9732,,,,0.069,0.0417,,,,0.0131,,,0.0167,0.0309,0.9732,,,,0.069,0.0417,,,,0.0128,,,,block of flats,0.0099,"Stone, brick",No,1.0,1.0,1.0,1.0,-1091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100127,0,Cash loans,M,N,Y,0,112500.0,52128.0,5341.5,45000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-21341,365243,-10150.0,-1403,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,7,0,0,0,0,0,0,XNA,,0.6870034445422084,,0.0742,0.0,0.9861,0.8096,,0.08,0.069,0.3333,0.0417,0.0435,0.0605,0.0736,0.0,0.0,0.0756,0.0,0.9861,0.8171,,0.0806,0.069,0.3333,0.0417,0.0445,0.0661,0.0766,0.0,0.0,0.0749,0.0,0.9861,0.8121,,0.08,0.069,0.3333,0.0417,0.0443,0.0616,0.0749,0.0,0.0,reg oper account,block of flats,0.0766,Panel,No,0.0,0.0,0.0,0.0,-2279.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100129,0,Revolving loans,F,Y,Y,1,85500.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-9415,-225,-4066.0,-2104,5.0,1,1,0,0,0,0,,3.0,3,2,MONDAY,8,0,0,0,0,0,0,Business Entity Type 1,0.4795441447548665,0.6102072901939566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
100130,1,Cash loans,F,N,Y,1,157500.0,723996.0,30802.5,585000.0,Unaccompanied,Commercial associate,Incomplete higher,Separated,House / apartment,0.007273999999999998,-10526,-267,-387.0,-3190,,1,1,0,1,1,0,Sales staff,2.0,2,2,SUNDAY,12,0,1,1,0,1,1,Trade: type 2,,0.2820694905045227,0.1206410299309233,0.1485,0.0604,0.9881,0.8368,0.0882,0.04,0.0345,0.3333,0.375,0.1368,0.1202,0.1012,0.0039,0.0027,0.1513,0.0627,0.9881,0.8432,0.08900000000000001,0.0403,0.0345,0.3333,0.375,0.1399,0.1313,0.1055,0.0039,0.0029,0.1499,0.0604,0.9881,0.8390000000000001,0.0888,0.04,0.0345,0.3333,0.375,0.1392,0.1223,0.103,0.0039,0.0028,reg oper account,block of flats,0.1284,"Stone, brick",No,0.0,0.0,0.0,0.0,-56.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100131,0,Cash loans,F,N,Y,0,270000.0,891072.0,45625.5,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-13830,-1169,-7953.0,-4802,,1,1,0,1,0,0,Realty agents,1.0,1,1,THURSDAY,15,0,0,0,0,0,0,Other,0.3394026084270504,0.7079724741176917,0.4525335592581747,0.1423,0.0785,0.9841,0.7824,0.2632,0.24,0.1034,0.4583,0.5,0.0216,0.111,0.1627,0.0232,0.0479,0.145,0.0814,0.9841,0.7909,0.2656,0.2417,0.1034,0.4583,0.5,0.0221,0.1212,0.1695,0.0233,0.0507,0.1436,0.0785,0.9841,0.7853,0.2649,0.24,0.1034,0.4583,0.5,0.022,0.1129,0.1656,0.0233,0.0489,reg oper account,block of flats,0.1439,Panel,No,2.0,1.0,2.0,1.0,-734.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
100132,0,Cash loans,F,N,Y,0,202500.0,1136439.0,73611.0,1089000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.032561,-23656,-968,-14666.0,-4456,,1,1,0,1,1,0,Cleaning staff,1.0,1,1,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.7748801671358985,0.7112888072636568,0.5971924268337128,0.332,,0.9801,,,0.36,0.3103,0.3333,,0.2208,,0.3263,,0.0478,0.3382,,0.9801,,,0.3625,0.3103,0.3333,,0.2259,,0.34,,0.0506,0.3352,,0.9801,,,0.36,0.3103,0.3333,,0.2247,,0.3322,,0.0488,,block of flats,0.267,Panel,No,0.0,0.0,0.0,0.0,-905.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100133,0,Cash loans,F,N,N,0,67500.0,384048.0,18810.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.002134,-9207,-1043,-4069.0,-1882,,1,1,0,1,0,0,Core staff,2.0,3,3,WEDNESDAY,10,0,0,0,0,1,1,Government,0.5486469663609839,0.3167548800416005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-591.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100134,0,Revolving loans,F,N,N,0,202500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-10085,-465,-9649.0,-1666,,1,1,0,0,0,0,Secretaries,2.0,2,2,MONDAY,17,0,0,0,0,0,0,Medicine,0.3291857814541987,0.7492408359410063,0.6940926425266661,,,0.9816,,,,,,,,,0.2365,,,,,0.9816,,,,,,,,,0.2464,,,,,0.9816,,,,,,,,,0.2407,,,,,0.2688,,No,4.0,0.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100135,0,Cash loans,M,N,Y,0,135000.0,391194.0,26271.0,319500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00733,-19829,-215,-4730.0,-3368,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,10,1,1,0,1,1,0,Business Entity Type 3,,0.7206401576263843,0.3201633668633456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1209.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100136,0,Cash loans,M,Y,N,1,157500.0,1571931.0,49356.0,1435500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.04622,-15949,-239,-1146.0,-4321,9.0,1,1,0,1,1,1,Laborers,3.0,1,1,SUNDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.6820166294931829,,0.5351,0.0118,0.998,0.9728,0.2781,0.68,0.2759,0.6667,0.5,0.0749,0.4194,0.5357,0.0772,0.5209,0.5452,0.0122,0.998,0.9739,0.2807,0.6848,0.2759,0.6667,0.5,0.0766,0.4582,0.5582,0.0778,0.5514,0.5402,0.0118,0.998,0.9732,0.2799,0.68,0.2759,0.6667,0.5,0.0762,0.4267,0.5453,0.0776,0.5318,reg oper spec account,block of flats,0.701,Monolithic,No,0.0,0.0,0.0,0.0,-2397.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100137,0,Cash loans,F,Y,Y,0,225000.0,891072.0,45625.5,720000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-20284,365243,-1990.0,-2556,2.0,1,0,0,1,0,0,,2.0,3,3,FRIDAY,8,0,0,0,0,0,0,XNA,0.8864868897220826,0.08671938658524453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,12.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100138,0,Cash loans,M,Y,N,0,135000.0,824823.0,29223.0,688500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.04622,-14339,365243,-1104.0,-4620,5.0,1,0,0,1,0,0,,2.0,1,1,TUESDAY,14,0,0,0,0,0,0,XNA,0.6674963344753486,0.6075618184170141,0.5726825047161584,0.3247,,,,,0.56,0.2414,0.625,,,,0.4549,,0.0708,0.3309,,,,,0.5639,0.2414,0.625,,,,0.4739,,0.0749,0.3279,,,,,0.56,0.2414,0.625,,,,0.463,,0.0722,,block of flats,0.481,Panel,No,0.0,0.0,0.0,0.0,-242.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100139,0,Cash loans,F,N,N,1,157500.0,302341.5,24016.5,261000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010276,-13286,-2305,-6685.0,-4955,,1,1,0,1,0,1,,3.0,2,2,WEDNESDAY,10,0,0,0,1,1,0,Business Entity Type 3,0.5677754906901958,0.6014083651352106,0.0963186927645401,0.0897,0.1127,0.9866,0.8164,0.028,0.0,0.2069,0.1667,0.2083,0.0406,0.0731,0.0898,0.0,0.0,0.0914,0.117,0.9866,0.8236,0.0283,0.0,0.2069,0.1667,0.2083,0.0416,0.0799,0.0936,0.0,0.0,0.0906,0.1127,0.9866,0.8189,0.0282,0.0,0.2069,0.1667,0.2083,0.0413,0.0744,0.0915,0.0,0.0,reg oper spec account,block of flats,0.086,Panel,No,6.0,0.0,6.0,0.0,-1868.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0
100140,0,Revolving loans,F,N,N,0,157500.0,675000.0,33750.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-9223,-802,-4067.0,-505,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,FRIDAY,9,0,0,0,1,1,0,Business Entity Type 3,0.3703423626276125,0.7158609528990171,,0.0515,0.0557,0.9851,0.7959999999999999,0.027000000000000003,0.0,0.1379,0.1667,0.0417,0.0518,0.042,0.0618,0.1931,0.0,0.0525,0.0578,0.9851,0.804,0.0272,0.0,0.1379,0.1667,0.0417,0.0529,0.0459,0.0643,0.1946,0.0,0.052000000000000005,0.0557,0.9851,0.7987,0.0271,0.0,0.1379,0.1667,0.0417,0.0527,0.0428,0.0629,0.1941,0.0,reg oper account,block of flats,0.0633,"Stone, brick",No,0.0,0.0,0.0,0.0,-120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100142,0,Cash loans,M,Y,Y,1,360000.0,579195.0,27994.5,468000.0,"Spouse, partner",State servant,Higher education,Civil marriage,House / apartment,0.018801,-13379,-5387,-6869.0,-4540,7.0,1,1,0,1,0,0,High skill tech staff,3.0,2,2,FRIDAY,11,0,0,0,0,1,1,Transport: type 2,,0.0648582778736916,0.3092753558842053,0.0918,0.0,0.9836,,,0.0,0.2069,0.1667,,0.0,,0.0788,,0.0308,0.0935,0.0,0.9836,,,0.0,0.2069,0.1667,,0.0,,0.0821,,0.0326,0.0926,0.0,0.9836,,,0.0,0.2069,0.1667,,0.0,,0.0802,,0.0314,,block of flats,0.0686,Panel,No,2.0,0.0,1.0,0.0,-1759.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
